Impact Score'!FB5=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TB,,,,,,,Malaria (p.falc),,,,,,,,,,,,,,,,Malaria (p.vivax),,,,,,,,,,Malaria,HIV,,,,,,,,,,,,,RoundWorm,,,Hookworm,,Whipworm,,,,,,Worms,Schistosomiasis,,LF,,,,Total,,,TB,,,,,,,Malaria (p.falc),,,,,,,,,,,,,,,,,,,Malaria (p.vivax),,,,,,,,,,Malaria,HIV,,,,,,,,,,,RoundWorm,,,Hookworm,,Whipworm,,,,,,Worms,Schistomasis,,Onchocerciasis,,LF,,,,Total
Botswana,"10,886.40","8,361.09",19.95,3.09,31.97,2.95,"19,305.45","1,374.13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,374.13",0,0,0,0,0,0,0,0,0,0,"1,374.13","2,881.51",26.96,"1,228.07",21.17,"1,264.82","1,140.17",169.34,81.61,"2,045.35",558.2,0,0,"9,417.20",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"31,470.90",,Botswana,0,0,0,0,0,0,0,"2,410.72",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,410.72",0,0,0,0,0,0,0,0,0,0,"2,410.72",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,"2,410.72"
Brazil,"42,346.81","278,876.56",126.27,19.55,174.57,74.13,"321,617.89",124.29,0,0,124.29,0,0,0,0,0,0,0,0,0,0,0,248.58,378.2215802,0,0,0,0,0,0,0,0,378.2215802,626.81,"9,531.11",205.01,"7,075.52",5.76,487.67,"6,313.14",587,221.38,252.36,"2,456.47","1,022.64",3.42,"28,161.49",-,-,-,-,-,-,-,-,-,-,-,-,169.91,169.91,18.09,-,-,18.09,"350,842.77",,Brazil,"2,387.52","15,103.01",529.73,82.01,"1,093.62",30.08,"19,225.98",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,830.92",0,0,0,0,0,0,0,0,"2,830.92","2,830.92",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,128.78,0,0,128.78,"22,185.67"
British Virgin Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,,British Virgin Islands,0.33,2.08,0,0,0,0.01,2.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.42
Brunei Darussalam,1.93,658.87,0,0,0,0.5,661.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47,0.01,0.19,0,0.21,0.19,0.03,0.02,0.31,0.08,0,0,1.52,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,662.81,,Brunei Darussalam,4.45,28.12,0,0,0,0.17,32.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.74
Bulgaria,8.51,"10,917.46",12.39,1.92,20.19,2.37,"10,962.83",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22,0.03,0.08,0,0.11,0.07,0,0.03,0.11,0,0,0,0.66,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"10,963.49",,Bulgaria,34.23,216.55,0,0,0,2.42,253.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253.21
Burkina Faso,"24,517.04","166,121.84",26.66,4.13,38.71,114.77,"190,823.14","155,547.59",0,0,0,"154,484.41",0,0,0,0,0,0,0,0,0,0,"310,032.00",0,0,0,0,0,0,0,0,0,0,"310,032.00","1,046.09",14.39,440.69,8.33,459.09,423.89,63.01,34.59,730.17,205.54,0,0,"3,425.80",2.58,3.24,-,15.5,13.27,-,-,-,5.82,28.77,-,34.6,"17,112.82","17,112.82",-,-,-,-,"831,460.36",,Burkina Faso,"2,668.04","16,877.52","4,782.15",740.36,"6,773.23",216.88,"32,058.18","952,081.36",0,0,0,0,"971,769.74",0,0,0,0,0,0,0,0,0,0,0,0,"1,923,851.10",0,0,0,0,0,0,0,0,0,0,"1,923,851.10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"22,417.71","22,417.71",0,0,0,0,750.93,750.93,"1,979,077.92"
Burundi,"77,076.82","376,927.12",37.51,5.81,56.79,44.12,"454,148.16",0,0,0,0,"130,236.61",0,0,0,0,0,0,0,0,0,0,"130,236.61",0,0,0,0,0,0,0,0,0,0,"130,236.61","3,926.47",49.93,"1,649.74",32.03,"1,717.23","1,616.89",245.61,129.39,"2,734.29",796.13,0,0,"12,897.71",372.5,619.94,-,"1,654.99","1,215.08",9.3,15.68,-,992.44,"2,870.07",24.99,"3,887.49",-,-,-,-,-,-,"731,406.59",,Burundi,"2,302.93","14,567.92","3,601.59",557.59,"5,133.23",163.9,"26,327.16",0,0,0,0,0,"299,627.70",0,0,0,0,0,0,0,0,0,0,0,0,"299,627.70",0,0,0,0,0,0,0,0,0,0,"299,627.70",0,0,0,0,0,0,0,0,0,0,0,"6,958.16",0,0,"3,055.81",0,11.02,0,0,"6,958.16","3,055.81",11.02,"10,024.99",272.94,272.94,"19,192.46","19,192.46",0,0,0,0,"355,445.25"
Cambodia,"10,054.76","207,875.49",3.78,0.58,5.13,69.39,"218,009.12",0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,322.08",29.28,555.76,10.36,588.91,514.69,70.02,50.71,915.61,231.1,0,0,"4,288.53",-,260.27,-,-,190.56,-,-,-,260.27,190.56,-,450.82,"51,922.60","51,922.60",-,-,-,-,"274,671.07",,Cambodia,"1,300.08","8,224.06",0,0,0,0,"9,524.14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,296.05,0,0,76.2,0,0,0,296.05,76.2,0,372.25,"26,161.99","26,161.99",0,0,0,0,0,0,"36,058.37"
Cameroon,"57,998.38","109,235.37",7.08,1.1,10.72,91.02,"167,343.66",0,0,0,0,"26,035.60",0,0,0,0,0,0,0,0,0,0,"26,035.60",0,0,0,0,0,0,0,0,0,0,"26,035.60","49,591.04",616.23,"20,862.13",401.09,"21,693.88","20,353.27","3,085.36","1,614.05","34,590.44","10,016.95",0,0,"162,824.43",-,"7,247.96",-,-,"1,570.23",-,201.04,-,"7,247.96","1,570.23",201.04,"9,019.23","1,241.66","1,241.66",-,-,740.81,740.81,"393,241.01",,Cameroon,"1,511.69","9,562.68",0,0,0,0,"11,074.37",0,0,0,0,0,"1,304,079.57",0,0,0,0,0,0,0,0,0,0,0,0,"1,304,079.57",0,0,0,0,0,0,0,0,0,0,"1,304,079.57",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,198.81","2,198.81","94,304.84","94,304.84",0,0,"1,667.35","1,667.35","1,413,324.94"
Canada,299.53,"4,956.03",3.99,0.62,5.05,0.1,"5,265.32",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.85,1.43,46.83,0.06,3.41,41.43,4.06,1.58,1.85,17.01,7.09,0.04,188.65,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"5,453.97",,Canada,26.68,168.79,0,0,0,0.26,195.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195.72
Cape Verde,152.21,"1,476.51",0,0,0,1.29,"1,630.01",408.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,408.95,0,0,0,0,0,0,0,0,0,0,408.95,0.64,0.1,0.23,0.01,0.32,0.22,0,0.09,0.33,0,0,0,1.93,0.05,0.1,-,1.65,1.11,0,0,-,0.15,2.76,0,2.91,-,-,-,-,-,-,"2,452.74",,Cape Verde,9.03,57.13,0,0,0,0.35,66.51,8.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.75,0,0,0,0,0,0,0,0,0,0,8.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.27
Cayman Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,,Cayman Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Central African Republic,"43,434.33","129,712.52",0,0,0,2.44,"173,149.29","15,252.72",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"15,252.72",0,0,0,0,0,0,0,0,0,0,"15,252.72","6,514.23",47.9,"2,747.08",52.66,"2,827.98","2,721.64",430.09,189.84,"4,572.64","1,389.41",0,0,"21,493.50",38.23,50.61,-,180.32,149.57,0.7,1.07,-,88.84,329.88,1.77,420.49,266.1,266.1,-,-,6.68,6.68,"225,841.50",,Central African Republic,"1,786.72","11,302.50","1,299.73",201.22,"1,840.21",58.93,"16,489.32","350,271.58",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"350,271.58",0,0,0,0,0,0,0,0,0,0,"350,271.58",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,"25,449.66","25,449.66",0,0,0,0,"392,210.56"
Chad,"24,045.96","164,966.02",0,0,0,151.55,"189,163.52","4,199.75",0,0,0,"4,095.49",0,0,0,0,0,0,0,0,0,0,"8,295.24",0,0,0,0,0,0,0,0,0,0,"8,295.24","11,305.02",115.84,"4,770.62",89.93,"4,935.60","4,637.90",710.16,346.94,"7,925.68","2,308.58",0,0,"37,146.26",-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,"242,900.26",,Chad,"1,854.15","11,729.03",0,0,0,71.97,"13,655.15","43,757.35",0,0,0,0,"44,697.38",0,0,0,0,0,0,0,0,0,0,0,0,"88,454.73",0,0,0,0,0,0,0,0,0,0,"88,454.73",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,"9,878.78","9,878.78",0,0,0,0,"111,988.66"
Chile,"1,732.16","16,802.66",3.26,0.51,4.48,1.34,"18,544.42",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,326.06,6.8,244.53,0.3,16.16,218.14,19.54,7.48,8.76,81.76,34.01,0.18,963.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"19,508.12",,Chile,134.97,853.79,0,0,0,0.94,989.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,989.7
China,"40,909.81","1,845,747.12",118.59,18.36,172.03,"1,334.31","1,888,300.23",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,406.7118835,0,0,0,0,0,0,0,0,406.7118835,406.71,"17,308.67",76.07,"7,327.43",137.01,"7,493.67","7,234.76","1,158.83",461.49,"12,229.26","3,748.43",0,0,"57,175.62",-,-,-,-,-,-,-,-,-,-,-,-,"312,845.33","312,845.33",-,-,-,-,"2,258,727.89",,China,"19,901.91","125,895.90","15,262.02","2,362.83","20,038.01","1,745.48","185,206.15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,145.25","4,145.25",0,0,0,0,0,0,"189,351.39"
"China, Hong Kong SAR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,,"China, Hong Kong SAR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"China, Macao SAR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,,"China, Macao SAR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colombia,"10,968.87","49,699.50",28.18,4.36,38.94,10.53,"60,750.38",0,0,0,138.02,0,0,0,0,0,0,0,0,0,0,0,138.02,89.31172675,0,0,0,0,0,0,0,0,89.31172675,227.34,835.34,19.01,608.34,0,45.28,543.57,53.98,19.81,21.31,226.06,94.26,0,"2,466.96",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"63,582.71",,Colombia,0,0,126.27,19.55,402.72,9.68,558.21,"1,645.11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,645.11",0,0,0,0,0,0,0,0,0,0,"1,645.11",0,0,0,0,0,0,0,0,0,0,0,62.58,0,0,0,0,1.89,0,0,62.58,0,1.89,64.47,0,0,0,0,0,0,0,0,"2,267.79"
Comoros,0,"11,063.72",0,0,0,8.39,"11,072.11","4,472.65",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,472.65",0,0,0,0,0,0,0,0,0,0,"4,472.65",0.03,0,0.01,0,0.01,0.01,0,0,0.02,0.01,0,0,0.11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"20,017.53",,Comoros,98.42,622.58,0,0,0,0,720.99,"3,018.00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,018.00",0,0,0,0,0,0,0,0,0,0,"3,018.00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,739.00"
Congo,"7,949.51","50,976.80",0,0,0,47.4,"58,973.71",0,0,0,0,"38,292.06",0,0,0,0,0,0,0,0,0,0,"38,292.06",0,0,0,0,0,0,0,0,0,0,"38,292.06","7,378.39",141.95,"3,083.85",61.21,"3,254.59","2,993.20",433.19,278.43,"5,083.76","1,408.42",0,0,"24,117.00",-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,"159,674.84",,Congo,382.19,"2,417.66",106.44,16.48,151.7,27.2,"3,101.66",0,0,0,0,0,"111,196.81",0,0,0,0,0,0,0,0,0,0,0,0,"111,196.81",0,0,0,0,0,0,0,0,0,0,"111,196.81",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329.76,329.76,"2,627.23","2,627.23",0,0,35.52,35.52,"117,290.99"
Cook Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,,Cook Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Costa Rica,249.27,"2,944.09",0,0,0,0.16,"3,193.52",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.063927572,0,0,0,0,0,0,0,0,0.063927572,0.06,33.26,0.72,24.69,0.02,1.7,22.03,2.05,0.77,0.88,8.57,3.57,0.01,98.26,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"3,291.85",,Costa Rica,16.17,102.29,0,0,0,0,118.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.46
Cote d Ivoire,"47,078.63","213,730.21",0,0,0,213.85,"261,022.69",0,0,0,0,"66,300.66",0,0,0,0,0,0,0,0,0,0,"66,300.66",0,0,0,0,0,0,0,0,0,0,"66,300.66","61,066.83",739.85,"25,694.17",493.73,"26,702.79","25,087.53","3,812.44","1,974.38","42,612.87","12,374.10",0,0,"200,558.68",-,-,-,-,-,-,-,-,-,-,-,-,"11,441.32","11,441.32",-,-,739.78,739.78,"606,363.78",,Cote d Ivoire,"2,166.85","13,707.09",0,0,0,154.22,"16,028.16",0,0,0,0,0,"1,920,209.00",0,0,0,0,0,0,0,0,0,0,0,0,"1,920,209.00",0,0,0,0,0,0,0,0,0,0,"1,920,209.00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,635.24,635.24,"1,936,872.41"
Croatia,343.57,"3,332.80",0,0,0,2.91,"3,679.28",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.16,0.01,2.2,0.04,2.24,2.12,0.34,0.13,3.67,1.1,0,0,17.01,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"3,696.29",,Croatia,16.52,104.52,0,0,0,0.64,121.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121.68
Cuba,194.65,"4,060.93",0.19,0.03,0.27,0.23,"4,256.31",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285.4,5.9,214.36,0.14,14.03,192.32,17.01,6.32,7.13,71.15,29.59,0.08,843.43,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"5,099.74",,Cuba,12.62,79.82,0,0,0,0.39,92.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.83
CuraASao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,,CuraASao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cyprus,11.7,113.54,0,0,0,0.1,125.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31,0.04,0.11,0,0.16,0.1,0,0.04,0.17,0,0,0,0.94,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,126.29,,Cyprus,0.96,6.06,0,0,0,0.04,7.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.05
Czech Republic,72.71,"3,625.68",3.17,0.49,4.33,0.08,"3,706.46",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.01,0.02,0,0.02,0.02,0,0.01,0.03,0,0,0,0.14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"3,706.61",,Czech Republic,13.99,88.48,2.34,0.36,2.95,0.14,108.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.26
Democratic People's Republic of Korea,0,"188,304.11",0,0,0,142.81,"188,446.92",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.554215309,0,0,0,0,0,0,0,0,1.554215309,1.55,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,"2,948.88",266.62,-,-,-,-,"3,215.50",-,"3,215.50",-,-,-,-,-,-,"191,663.97",,Democratic People's Republic of Korea,707.32,"4,474.36","1,880.54",291.14,"2,875.13",89.02,"10,317.51",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10,317.51"
Democratic Republic of the Congo,"257,341.01","1,678,232.82",37.89,5.87,57.37,965.81,"1,936,640.77",0,0,0,0,"125,613.26",0,0,0,0,0,0,0,0,0,0,"125,613.26",0,0,0,0,0,0,0,0,0,0,"125,613.26","21,483.24",596.59,"8,855.68",192.32,"9,531.96","8,793.00","1,231.91",975.09,"14,474.20","3,970.29",0,0,"70,104.28",157.35,197.84,-,160.58,137.4,7.09,10.5,-,355.18,297.98,17.59,670.76,,-,-,-,-,-,"2,258,642.32",,Democratic Republic of the Congo,"15,458.77","97,789.43","8,920.44","1,381.04","12,571.99",403.46,"136,525.13",0,0,0,0,0,"4,497,066.20",0,0,0,0,0,0,0,0,0,0,0,0,"4,497,066.20",0,0,0,0,0,0,0,0,0,0,"4,497,066.20",0,0,0,0,0,0,0,0,0,0,0,0,"635,476.95",0,0,"293,078.02",0,768.79,0,"635,476.95","293,078.02",768.79,"929,323.76","1,526.19","1,526.19","645,468.73","645,468.73",0,0,"2,554.12","2,554.12","6,212,464.14"
Denmark,0,"1,381.68",0.42,0.07,1.16,0.02,"1,383.34",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.23,0.58,1.55,0.05,2.15,1.4,0,0.54,2.27,0,0,0,12.77,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,396.11",,Denmark,7.31,46.22,0,0,0,0.03,53.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.57
Djibouti,960.44,"10,749.77",0,0,0,9.21,"11,719.41",0,24.56,0,0,0,0,0,0,0,0,0,0,0,0,0,24.56,0,0,0,0,0,0,0,0,0,0,24.56,87.69,0.53,36.99,0.71,37.99,36.83,5.88,2.48,61.64,18.97,0,0,289.71,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"12,058.24",,Djibouti,123.59,781.79,85.33,13.21,125.28,3.95,"1,133.14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,663.38,0,0,217.04,0,9.1,0,663.38,217.04,9.1,889.52,0,0,0,0,0,0,0,0,"2,022.66"
Dominica,19.34,56.07,0,0,0,0.06,75.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.88,0.14,7.33,0.14,0.33,5.62,0.41,0.35,0.73,1.7,0.7,0.08,26.41,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,101.89,,Dominica,1.18,7.47,0,0,0,0.05,8.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.7
Dominican Republic,"3,671.76","18,895.09",21.96,3.4,31.26,12.02,"22,635.48",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,394.56",47.86,"1,832.01",12.49,113.82,"1,562.65",137.2,67.63,101.55,574.09,238.94,7.42,"7,090.22",-,211.03,-,-,35.91,-,-,-,211.03,35.91,-,246.94,-,-,-,-,-,-,"29,972.65",,Dominican Republic,210.5,"1,331.56",195.53,30.27,314.46,9.53,"2,091.85",0,0,0,0,0,0,0,0,0,0,0,136.49,0,0,0,0,0,0,136.49,2.72,0,0,0,0,0,0,0,0,2.72,139.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,231.06"
Ecuador,"2,441.12","39,410.90",23.7,3.67,32.78,24.69,"41,936.86",0,25.53,0,0,0,0,0,0,0,0,0,0,0,0,0,25.53,36.35267654,0,0,0,0,0,0,0,0,36.35267654,61.88,510.19,11.1,377.31,0.22,26.4,336.96,31.73,11.85,13.3,132.79,55.29,0.13,"1,507.27",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"43,531.53",,Ecuador,315.35,"1,994.82",465.05,72,836.36,24.23,"3,707.80",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252.39,0,0,0,0,0,0,0,0,252.39,252.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,960.19"
