Impact Score'!FB5=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TB,,,,,,,Malaria (p.falc),,,,,,,,,,,,,,,,Malaria (p.vivax),,,,,,,,,,Malaria,HIV,,,,,,,,,,,,,RoundWorm,,,Hookworm,,Whipworm,,,,,,Worms,Schistosomiasis,,LF,,,,Total,,,TB,,,,,,,Malaria (p.falc),,,,,,,,,,,,,,,,,,,Malaria (p.vivax),,,,,,,,,,Malaria,HIV,,,,,,,,,,,RoundWorm,,,Hookworm,,Whipworm,,,,,,Worms,Schistomasis,,Onchocerciasis,,LF,,,,Total
Egypt,97.01,"89,911.54",14.51,2.25,23.07,68.3,"90,116.68",1.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38,0,0,0,0,0,0,0,0,0,0,1.38,30.48,0.21,12.83,0.25,13.2,12.88,2.07,0.89,21.36,6.64,0,0,100.81,-,-,-,-,-,-,-,-,-,-,-,-,"38,385.88","38,385.88",-,855.91,-,855.91,"129,462.03",,Egypt,349.3,"2,209.61",37.58,5.82,56.15,31.6,"2,690.05",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"44,099.20","44,099.20",0,0,0,0,0,0,"46,789.26"
El Salvador,448.79,"5,374.00",0.37,0.06,0.49,2.35,"5,826.05",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,576.07,11.69,439.16,3.2,27.81,372.46,33.39,16.74,25.41,139.75,58.2,1.9,"1,705.76",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"7,531.81",,El Salvador,37.16,235.1,0,0,0,1.13,273.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.9,0,0,0,0,0,0,0,0,19.9,19.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293.29
Equatorial Guinea,"1,358.57","4,909.94",0,0,0,5.22,"6,273.73",0,0,0,0,"7,224.64",0,0,0,0,0,0,0,0,0,0,"7,224.64",0,0,0,0,0,0,0,0,0,0,"7,224.64",844.62,4.93,356.97,6.74,366.19,352.65,56.07,23.5,595.02,181.33,0,0,"2,788.03",-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,"23,511.04",,Equatorial Guinea,60.3,381.42,14.36,2.22,20.83,1.98,481.11,0,0,0,0,0,"62,264.91",0,0,0,0,0,0,0,0,0,0,0,0,"62,264.91",0,0,0,0,0,0,0,0,0,0,"62,264.91",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,"1,734.87","1,734.87",0,0,0,0,"64,480.89"
Eritrea,"11,161.42","108,270.04",0,0,0,94.38,"119,525.84",0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,1014.529949,0,0,0,0,0,0,0,0,1014.529949,"1,014.53",267.58,1.25,113.68,2.06,116.16,110.14,17.37,7,189.78,56.52,0,0,881.53,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,"121,421.90",,Eritrea,"1,083.28","6,852.62",0,0,0,0,"7,935.90",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,479.38,479.38,0,0,0,0,0,0,"8,415.28"
Estonia,145,"1,631.94",17.74,2.75,56.19,1.8,"1,855.42",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52,0.07,0.19,0.01,0.27,0.17,0,0.07,0.28,0,0,0,1.58,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,857.00",,Estonia,8.89,56.22,15.96,2.47,31.21,1.75,116.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116.49
Ethiopia,"223,055.95","1,883,596.91",75.54,11.7,106.8,473.56,"2,107,320.46","84,078.52",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"84,078.52",0,0,0,0,0,0,0,0,0,0,"84,078.52","20,537.08",44.92,"8,719.33",160.04,"8,872.52","8,587.65","1,389.49",509.66,"14,580.61","4,498.78",0,0,"67,900.07",-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,0.53,0.53,"2,343,378.11",,Ethiopia,"20,922.33","132,350.94","5,209.28",806.49,"7,635.40",240.79,"167,165.23","97,248.53",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"97,248.53",0,"27,399.19",0,0,0,0,0,0,0,"27,399.19","124,647.72",0,0,0,0,0,0,0,0,0,0,0,"9,765.47",0,0,"1,316.00",0,176.76,0,0,"9,765.47","1,316.00",176.76,"11,258.24","50,891.79","50,891.79","28,383.11","28,383.11",0,0,"2,778.61","2,778.61","385,124.70"
Fiji,27.01,"2,009.79",0,0,0,1.55,"2,038.36",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.07,0.08,15.37,0.27,15.63,14.85,2.37,0.87,25.72,7.71,0,0,118.95,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.14,-,3.14,"2,160.45",,Fiji,14.53,91.89,0,0,0,0.56,106.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.6,0,142.6,249.58
Finland,"1,357.55",0,1.6,0.25,2.76,0.05,"1,362.21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,362.23",,Finland,9.62,60.85,6.81,1.06,10.35,0.32,89.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.01
France,"1,819.17","24,232.88",0,0,0,0.61,"26,052.66",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.51,1.03,2.75,0.09,3.82,2.49,0,0.97,4.02,0.01,0,0,22.69,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"26,075.34",,France,155.14,981.36,0,0,0,0,"1,136.49",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,136.49"
French Polynesia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,,French Polynesia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gabon,"6,379.17","6,418.48",0,0,0,11.88,"12,809.52",0,0,0,0,"8,863.39",0,0,0,0,0,0,0,0,0,0,"8,863.39",0,0,0,0,0,0,0,0,0,0,"8,863.39",398,4.16,168.13,3.14,173.97,162.38,24.7,12.18,279.34,80.46,0,0,"1,306.45",-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,"31,842.76",,Gabon,95.38,603.35,5.04,0.78,7.1,1.49,713.13,0,0,0,0,0,"28,488.51",0,0,0,0,0,0,0,0,0,0,0,0,"28,488.51",0,0,0,0,0,0,0,0,0,0,"28,488.51",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,"29,201.64"
Gambia,"1,320.12","14,846.59",0,0,0,12.71,"16,179.42","18,075.81",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"18,075.81",0,0,0,0,0,0,0,0,0,0,"18,075.81",730.38,7.5,307.85,5.86,318.67,301,46.29,22.58,511.35,150.19,0,0,"2,401.67",31.29,-,-,624.84,269.87,-,-,-,31.29,894.72,-,926,-,-,-,-,-,-,"55,658.72",,Gambia,125,790.76,0,0,0,14.05,929.81,"11,254.76",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"11,254.76",0,0,0,0,0,0,0,0,0,0,"11,254.76",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,"12,184.57"
Georgia,203.04,"15,185.95",93.59,14.49,154.8,9.73,"15,661.60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201.85,0.66,86.09,1.51,87.63,82.41,12.98,4.96,143.96,42.42,0,0,664.47,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"16,326.07",,Georgia,83.72,529.63,112.91,17.48,166.05,11.02,920.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,920.81
Germany,"1,741.41","16,892.33",12.19,1.89,16.81,1.98,"18,666.60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.29,3.19,8.52,0.28,11.85,7.72,0,2.99,12.47,0.02,0,0,70.33,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"18,736.93",,Germany,83.29,526.87,0,0,0,5.8,615.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,615.96
Ghana,"30,243.28","122,386.80",1.5,0.23,2.17,130.94,"152,764.92","181,284.53",0,0,0,"180,571.26",0,0,0,0,0,0,0,0,0,0,"361,855.79",0,0,0,0,0,0,0,0,0,0,"361,855.79","21,897.12",271.08,"9,209.22",177.49,"9,576.88","8,998.69","1,366.21",713.19,"15,269.31","4,433.11",0,0,"71,912.30",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"2,154.03","2,154.03","950,542.83",,Ghana,-638.31,"-4,037.86","3,225.37",499.34,"4,720.08","1,747.72","5,516.35","443,809.24",0,0,0,0,"418,760.96",0,0,0,0,0,0,0,0,0,0,0,0,"862,570.21",0,0,0,0,0,0,0,0,0,0,"862,570.21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7,804.20","7,804.20",0,0,0,0,"1,139.57","1,139.57","877,030.32"
Greece,301.05,"2,920.27",0.57,0.09,0.96,0.28,"3,223.21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0.01,0.03,0,0.04,0.03,0,0.01,0.05,0,0,0,0.26,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"3,223.47",,Greece,29.39,185.89,0,0,0,0.68,215.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215.96
Greenland,6.22,60.3,0,0,0,0.05,66.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,66.58,,Greenland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grenada,16.81,73.11,0,0,0,0.07,89.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.55,0.97,44.42,0.58,2.31,35.99,2.8,1.85,3.43,11.72,4.87,0.35,164.84,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,254.84,,Grenada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,,Guam,0.59,3.72,0,0,0,0.01,4.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.32
Guatemala,"4,029.24","42,737.33",3.78,0.59,5.65,53.78,"46,830.37",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,487.28",21.55,625.51,11.95,653.14,603.93,89.61,50.24,"1,035.69",291.9,0,0,"4,870.80",-,433.55,-,-,194.32,-,97.24,-,433.55,194.32,97.24,725.11,-,-,-,-,-,-,"52,426.28",,Guatemala,1.57,9.96,0,0,0,0.06,11.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.58,0,0,0,0,0,0,0,0,6.58,6.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.18
Guinea,"30,794.02","129,210.93",11.99,1.86,16.82,18.97,"160,054.59",0,0,0,0,"192,455.58",0,0,0,0,0,0,0,0,0,0,"192,455.58",0,0,0,0,0,0,0,0,0,0,"192,455.58","5,561.33",76.3,"2,345.84",43.86,"2,442.50","2,242.44",331.73,182.47,"3,887.76","1,084.29",0,0,"18,198.52",-,893.94,-,-,"1,705.91",-,14.19,-,893.94,"1,705.91",14.19,"2,614.04",,-,-,-,-,-,"565,778.30",,Guinea,142.54,901.69,197.68,30.6,493.27,12.73,"1,778.52",0,0,0,0,0,"1,156,990.16",0,0,0,0,0,0,0,0,0,0,0,0,"1,156,990.16",0,0,0,0,0,0,0,0,0,0,"1,156,990.16",0,0,0,0,0,0,0,0,0,0,0,0,"56,927.24",0,0,"47,815.78",0,17.19,0,"56,927.24","47,815.78",17.19,"104,760.20",,0,0,0,0,0,172.04,172.04,"1,263,700.92"
Guinea-Bissau,"7,597.51","18,076.00",0,0,0,22.06,"25,695.56",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85027.73508,0,0,0,0,0,0,0,0,85027.73508,"85,027.74","1,594.38",21.83,671.06,12.79,699.3,648.57,96.82,52.92,"1,111.77",315.3,0,0,"5,224.74",-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,"115,948.04",,Guinea-Bissau,"1,660.19","10,502.05",0,0,0,0,"12,162.23","46,402.60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"46,402.60",0,0,0,0,0,0,0,0,0,0,"46,402.60",0,0,0,0,0,0,0,0,0,0,0,0,"7,958.90",0,0,"1,791.21",0,0.12,0,"7,958.90","1,791.21",0.12,"9,750.23",0,0,0,0,0,0,14.86,14.86,"68,329.93"
Guyana,713.17,"2,596.69",0,0,0,2.75,"3,312.61",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,694.6,13.78,531.6,2.91,32.74,458.98,39.63,18.48,26.72,165.77,68.95,1.73,"2,055.88",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.03,-,0.03,"5,368.52",,Guyana,313.53,"1,983.36",0,0,0,12.17,"2,309.06",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.55,0,0,0,0,0,0,0,0,95.55,95.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.65,0,20.65,"2,425.26"
Haiti,"29,912.11","174,757.49",21.3,3.3,29.24,84.23,"204,807.67",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1195.364708,0,0,0,0,0,0,0,0,1195.364708,"1,195.36","2,148.90",41.84,"1,666.31",18.79,99.59,"1,369.42",119.45,70.42,118.37,500,208.27,11.15,"6,372.53",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.94,-,0.94,"212,376.50",,Haiti,26.6,168.28,17.99,2.78,23.66,2.26,241.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199.91,0,199.91,441.48
Honduras,"1,639.40","16,031.08",2.13,0.33,2.94,7.91,"17,683.80",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,122.51",23.59,844.39,4.38,56.16,727.1,67.28,30.83,43.35,281.65,117.34,2.6,"3,321.17","2,101.01","2,035.41",-,597.83,51.38,101.89,201.25,-,"4,136.43",649.21,303.13,"5,088.77",-,-,-,-,-,-,"26,093.73",,Honduras,375.08,"2,372.70",106.62,16.51,158.9,14.92,"3,044.74",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135.01,0,0,0,0,0,0,0,0,135.01,135.01,0,0,0,0,0,0,0,0,0,0,0,573.69,548.62,0,0,95.45,42.61,84.24,0,"1,122.31",95.45,126.85,"1,344.60",0,0,0,0,0,0,0,0,"4,524.35"
Hungary,"6,644.54",0,4.74,0.73,8.34,1.05,"6,659.40",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.14,0.05,8.98,0.16,9.14,8.82,1.42,0.52,15.02,4.61,0,0,69.88,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"6,729.28",,Hungary,161.37,"1,020.79",17.65,2.73,91.51,2.63,"1,296.67",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,296.67"
Iceland,1.98,57.52,0,0,0,0.05,59.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015679353,0,0,0,0,0,0,0,0,0.015679353,0.02,0.03,0,0.01,0,0.01,0.01,0,0,0.02,0,0,0,0.09,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,59.65,,Iceland,20.01,126.57,0,0,0,0.78,147.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147.35
India,"1,002,205.16","15,385,453.75",914.77,141.62,"1,262.78","12,770.26","16,402,748.36",0,"6,696.74",0,0,0,0,0,0,0,0,0,0,0,0,0,"6,696.74",0,0,0,0,0,0,0,0,0,0,"6,696.74","21,273.26",270.79,"8,931.06",174.34,"9,302.89","8,782.16","1,337.21",703.86,"14,801.86","4,328.60",0,0,"69,906.04",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"94,183.42",-,"94,183.42","16,580,231.30",,India,0.38,2.43,0,0,0,0.01,2.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"71,343.86",0,"71,343.86","71,346.69"
Indonesia,"1,916,607.27","4,131,968.19",104.46,16.17,146.1,"2,969.15","6,051,811.35",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32260.24327,0,0,0,0,0,0,0,0,32260.24327,"32,260.24","11,569.64",97.32,"4,871.11",94.36,"5,027.36","4,836.57",761.13,347.87,"8,100.41","2,456.68",0,0,"38,162.43",-,-,-,-,-,-,-,-,-,-,-,-,,-,-,"1,411.44",-,"1,411.44","6,123,645.46",,Indonesia,"175,798.07","1,112,067.08","15,459.22","2,393.36","19,378.61","17,731.03","1,342,827.36",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"17,775.91",0,"17,775.91","1,360,603.27"
Iran,"12,705.53","47,128.69",0,0,0,49.71,"59,883.93",0,3.29,0,0,0,0,0,0,0,0,0,0,0,0,0,3.29,0,0,0,0,0,0,0,0,0,0,3.29,325.29,1.33,137.17,2.67,140.35,138.33,22.57,8.88,228.86,72.48,0,0,"1,077.92",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"60,968.41",,Iran,"37,462.94","236,983.84","9,504.91","1,471.53","11,609.70","1,231.38","298,264.30",0,0,0,0,0,0,0,0,0.61,0,0,0,0,0,0,0,0,0,0.61,74.29,0,0,0,0,0,0,0,0,74.29,74.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"298,339.20"
Iraq,6.78,"65,928.16",10.82,1.67,16.78,51.94,"66,016.16",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"66,016.16",,Iraq,573.17,"3,625.78",179.64,27.81,619.29,14.58,"5,040.27",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5,040.27"
Ireland,148.61,"1,191.90",0.23,0.04,0.62,0.07,"1,341.46",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.67,0.09,0.24,0.01,0.34,0.22,0,0.09,0.36,0,0,0,2.02,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,343.48",,Ireland,645.37,"4,082.48",97.59,15.11,176.09,5.09,"5,021.72",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5,021.72"
Israel,44.58,"1,466.35",2.69,0.42,4.5,0.19,"1,518.73",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,518.73",,Israel,7.53,47.65,0.14,0.02,0.17,0.07,55.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.59
Italy,"1,395.81","13,539.87",0,0,0,2.19,"14,937.87",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.65,1.05,2.8,0.09,3.89,2.53,0,0.98,4.1,0.01,0,0,23.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"14,960.97",,Italy,6.44,40.76,4.85,0.75,9.08,0.46,62.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.34
Jamaica,142.57,675.05,0.25,0.04,0.46,0.67,819.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,528.46",31.23,"1,162.27",8.07,74.33,987.05,89.16,44.11,66.66,373.22,155.46,4.79,"4,524.83",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"5,343.86",,Jamaica,91.08,576.16,0,0,0,0,667.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,667.24
Japan,387.82,"127,753.35",0,0,0,4.53,"128,145.70",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.29,0.53,7.11,0.15,7.72,6.99,0.95,0.82,11.6,3.06,0,0,56.24,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"128,201.94",,Japan,6.8,43.04,0,0,0,0.12,49.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.96
Jordan,0,"3,130.72",4.11,0.64,7.24,0.97,"3,143.67",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"3,143.67",,Jordan,522.72,"3,306.63",0,0,0,8.56,"3,837.91",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,837.91"
