2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,TB,,,,,,,Malaria (p.falc),,,,,,,,,,,,,,,,Malaria (p.vivax),,,,,,,,,,Malaria,HIV,,,,,,,,,,,,,RoundWorm,,,,,,Hookworm,,,,,,Whipworm,,,,,,,,,Worms,Schistomasis,,,,,,,LF,,,,Total,,2013,TB,,,,,,,Malaria (p.falc),,,,,,,,,,,,,,,,,,,Malaria (p.vivax),,,,,,,,,,Malaria,HIV,,,,,,,,,,,RoundWorm,,,,,,Hookworm,,,,,,Whipworm,,,,,,,,,Worms,Schistomasis,,,,,,,Onchocerciasis,,LF,,,,Total
Country,Impact of Active TB/HIV+ Treatment Regimen,Impact of Active TB/HIV- Treatment Regimen,Impact of MDR-TB Treatment Regimen,,,Impact of XDR-TB Treatment Regimen,Total Impact,Impact of AL,Impact of AS+SP,Impact of DHA-PPQ,Impact of AS+MQ,Impact of AS+AQ,Impact of CQ+PQ,Impact of DHA-PPQ+PQ,Impact of ART+NQ,Impact of ART+PPQ,Impact of AL+PQ,Impact of AS+AQ+PQ,Impact of SP,Impact of AS+MQ+PQ,Impact of QN+CL,Impact of QN+CD,Total Impact (p.falc),Impact of CQ+PQ,Impact of CQ,Impact of DHA-PPQ,Impact of QN,Impact of AL,Impact of AL+PQ,Impact of AS,Impact of AS+AQ,Impact of AS+AQ+PQ,Total Impact (p.vivax),Total Impact,Impact of 3TC,Impact of ABC,Impact of AZT,Impact of ddl,Impact of d4T,Impact of EFV,Impact of FTC,Impact of LPV/r,Impact of NVP,Impact of TDF,Impact of ATV/r,Impact of NFV,Total Impact,Impact Score'!CP5=,Mbd,Ivm+Alb,Dec+Alb,Pzq+Alb,Pzq+Mbd,Alb,Mbd,Ivm+Alb,Dec+Alb,Pzq+Alb,Pzq+Mbd,Alb,Mbd,Ivm+Alb,Dec+Alb,Pzq+Alb,Pzq+Mbd,Impact of Roundworm,Impact of Hookworm,Impact of Whipworm,Total Impact,IVM+ALB,DEC+ALB,PZQ,IVM,DEC,ALB,Total Impact,Impact of Single Dose of DEC (6mg/kg),Impact of Single dose of DEC (6mg/kg)+ALB(400mg),Impact of Combination of ALB(400mg)+IVM(400ug/kg),Total Impact,,,Country,Impact of Active TB/HIV+ Treatment Regimen,Impact of Active TB/HIV- Treatment Regimen,Impact of MDR-TB Treatment Regimen,,,Impact of XDR-TB Treatment Regimen,Total Impact,AL,AL+PQ,AM,ART+NQ,ART+PPQ,AS+AQ,AS+MQ,AS+MQ+PQ,AS+SP,AS+SP+PQ,AT+PG,CQ+PQ,DHA-PPQ,DHA-PPQ+PQ,PQ,QN,QN+CL,QN+D,Total Impact (p.falc),CQ+PQ,CQ,DHA-PPQ,QN,AL,AL+PQ,AS,AS+AQ,AS+AQ+PQ,Total Impact (p.vivax),Total Impact,Impact of 3TC,Impact of ABC,Impact of AZT,Impact of ddl,Impact of d4T,Impact of EFV,Impact of FTC,Impact of LPV/r,Impact of NVP,Impact of TDF,Total Impact,Alb,Mbd,Ivm+Alb,Dec+Alb,Pzq+Alb,Pzq+Mbd,Alb,Mbd,Ivm+Alb,Dec+Alb,Pzq+Alb,Pzq+Mbd,Alb,Mbd,Ivm+Alb,Dec+Alb,Pzq+Alb,Pzq+Mbd,Impact of Roundworm,Impact of Hookworm,Impact of Whipworm,Total Impact,IVM+ALB,DEC+ALB,PZQ,IVM,DEC,ALB,Total Impact,Impact of Ivermectin,Total Impact,Impact of Single Dose of DEC (6mg/kg),Impact of Single dose of DEC (6mg/kg)+ALB(400mg),Impact of Combination of ALB(400mg)+IVM(400ug/kg),Total Impact,
Portugal,"1,461.14","9,904.47",6.76,1.05,8.72,0.48,"11,382.62",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.57,0.35,0.94,0.03,1.31,0.85,0,0.33,1.38,0,0,0,7.75,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"11,390.37",,Portugal,553.11,"5,589.47",2.09,0.32,2.66,0.55,"6,148.21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6,148.21"
Puerto Rico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,,Puerto Rico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.06,0,4.06,0,0,7.58,3.52,0,0,3.52,22.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.74
Qatar,0,"2,074.80",0.46,0.07,1.57,0.08,"2,076.98",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.33,0.01,0.98,0.02,1.01,0.97,0.15,0.06,1.64,0.5,0,0,7.68,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"2,084.65",,Qatar,0,457.24,0,0,0,0.4,457.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49,0,0.29,0,0.16,0.1,0.05,0,0.45,0.09,1.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,459.27
Republic of Korea,"12,609.58","122,317.81",0,0,0,34.12,"134,961.51",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.633835646,0,0,0,0,0,0,0,0,1.633835646,1.63,151.19,0.34,64.19,1.18,65.33,63.19,10.22,3.76,107.33,33.08,0,0,499.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"135,462.94",,Republic of Korea,"8,537.43","81,114.08",82.75,12.81,221.38,29.45,"89,997.91",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0.03,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"89,997.93"
Republic of Moldova,744.24,"17,106.19",154.39,23.9,386.27,40.76,"18,455.76",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345.14,1.75,145.83,2.77,149.43,144.82,23.21,9.47,243.21,74.94,0,0,"1,140.58",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"19,596.33",,Republic of Moldova,462.56,"10,073.67",67.48,10.45,114.19,41.98,"10,770.34",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10,770.34"
Romania,"2,006.83","91,635.13",110.85,17.16,162.62,22.11,"93,954.69",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.85,0.59,67.31,1.18,68.58,64.35,10.1,3.93,112.5,33.01,0,0,519.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"94,474.10",,Romania,791.09,"40,879.15",17.32,2.68,25.73,16.84,"41,732.82",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"41,732.82"
Russia,"29,498.40","953,727.03",0,0,0,755.75,"983,981.17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,958.16",8.8,"1,677.26",31.36,"1,707.85","1,667.53",271.67,99.85,"2,803.87",876.87,0,0,"13,103.22",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"997,084.40",,Russia,"24,204.93","445,788.45","3,384.78",524.02,"7,388.08","1,124.05","482,414.31",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"482,414.31"
Rwanda,"43,171.63","134,173.88",93.76,14.52,158.77,102.06,"177,714.61","72,515.08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"72,515.08",0,0,0,0,0,0,0,0,0,0,"72,515.08","4,109.04",99.14,"1,724.18",32.55,"1,833.28","1,595.51",214.05,164.04,"2,835.24",707.04,0,0,"13,314.08","17,340.37","324,078.15",-,-,-,-,"13,220.35","56,916.36",-,-,-,-,278.98,-,-,-,-,-,"341,418.52","70,136.71",278.98,"411,834.21",,-,,-,-,-,-,-,-,-,-,"675,377.99",,Rwanda,"26,843.38","116,803.36",0,0,0,134.21,"143,780.95","2,697.77",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,697.77",0,0,0,0,0,0,0,0,0,0,"2,697.77","3,284.03",0,"1,984.43",0,"1,087.19",616.57,323.6,0,"2,991.06",536.02,"10,822.92",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"157,301.63"
Saint Kitts and Nevis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,,Saint Kitts and Nevis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saint Lucia,0,287.82,0,0,0,0.22,288.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.58,0.72,35.43,0.58,1.72,27.88,2.09,1.59,3.16,8.73,3.63,0.35,129.45,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,417.49,,Saint Lucia,0,182.9,0,0,0,0.16,183.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.44,0,2.44,0,0,4.54,2.1,0,0,2.1,13.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196.68
Saint Vincent and the Grenadines,19.5,65.95,0,0,0,0.07,85.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,1.4,61.77,0.69,3.33,50.89,4.05,2.46,4.35,16.92,7.03,0.41,231.31,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,316.83,,Saint Vincent and the Grenadines,0,91.45,0,0,0,0.08,91.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.06,0,10.06,0,0,18.71,8.65,0,0,8.65,56.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147.67
Samoa,0,347.29,0,0,0,0.26,347.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,347.56,,Samoa,0,274.34,0,0,0,0.24,274.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.54,0,0.32,0,0.18,0.11,0.06,0,0.49,0.09,1.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276.37
San Marino,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,,San Marino,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sao Tome and Principe,46.71,515.6,0,0,0,0.44,562.75,0,0,0,0,268.59,0,0,0,0,0,0,0,0,0,0,268.59,0,0,0,0,0,0,0,0,0,0,268.59,4.44,0.04,1.87,0.04,1.93,1.86,0.29,0.14,3.1,0.94,0,0,14.64,42.24,73.49,-,-,-,-,24.14,47.17,-,-,-,-,4.73,-,-,-,-,-,115.73,71.31,4.73,191.77,,-,,-,-,-,-,-,-,-,-,"1,037.75",,Sao Tome and Principe,85,470.64,0.81,0.12,1.1,0.21,557.88,0,0,0,0,0,26.53,0,0,0,0,0,0,0,0,0,0,0,0,26.53,0,0,0,0,0,0,0,0,0,0,26.53,20.45,0,12.24,0,6.8,4.06,2.16,0,18.55,3.57,67.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,652.24
Saudi Arabia,635.69,"38,304.53",0,0,0,29.75,"38,969.96",0,31.98,0,0,0,0,0,0,0,0,0,0,0,0,0,31.98,124.0936774,0,0,0,0,0,0,0,0,124.0936774,156.07,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"39,126.04",,Saudi Arabia,732.49,"23,742.44",0,0,0,21.47,"24,496.41",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"24,496.41"
Senegal,"10,766.51","145,641.33",4.38,0.68,6.45,71.18,"156,490.53","11,399.85",0,0,0,"11,507.03",0,0,0,0,0,0,0,0,0,0,"22,906.88",0,0,0,0,0,0,0,0,0,0,"22,906.88",342.72,50.63,123.68,4.52,172.96,116.45,0,47.44,177.22,0.3,0,0,"1,035.91",852.35,5.75,-,-,-,-,"1,083.48","4,585.70",-,-,-,-,24.82,-,-,-,-,-,858.1,"5,669.19",24.82,"6,552.10",-,-,-,-,-,-,-,-,-,-,-,"186,985.42",,Senegal,"7,818.20","124,517.70",0,0,0,117.49,"132,453.39","1,314.76",0,0,0,0,"1,326.76",0,0,0,0,0,0,0,0,0,0,0,0,"2,641.52",0,0,0,0,0,0,0,0,0,0,"2,641.52","2,739.27",0,"1,639.22",0,910.71,543.79,289.47,0,"2,484.95",478.81,"9,086.22",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511.52,511.52,"144,692.65"
Serbia,"4,406.69","2,129.14",1.52,0.24,1.89,0.51,"6,539.99",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.21,0.15,17.47,0.32,17.83,17.21,2.76,1.07,29.18,8.95,0,0,136.15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"6,676.15",,Serbia,469.62,"3,965.16",1.09,0.17,1.4,0.37,"4,437.80",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,437.80"
Seychelles,4.61,107.01,0,0,0,0.09,111.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.71,0.01,2.85,0.05,2.9,2.8,0.45,0.17,4.76,1.47,0,0,22.17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,133.88,,Seychelles,2.68,87.64,0,0,0,0.08,90.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.94,0,10.73,0,5.97,3.58,1.91,0,16.27,3.16,59.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149.95
Sierra Leone,"7,824.05","101,579.46",0,0,0,85.64,"109,489.16","78,570.18",0,0,0,"55,078.95",0,0,0,0,0,0,0,0,0,0,"133,649.13",0,0,0,0,0,0,0,0,0,0,"133,649.13","1,606.20",30.09,669.83,13.57,706.98,659.01,96.83,60.8,"1,104.28",313.28,0,0,"5,260.88","2,075.44",-,-,-,-,-,"1,667.92","7,277.07",-,-,-,-,26.17,-,-,-,-,-,"2,075.44","8,945.00",26.17,"11,046.61",-,-,-,-,-,-,-,-,-,"2,580.66","2,580.66","262,026.43",,Sierra Leone,"7,504.26","73,478.28",0,0,0,72.89,"81,055.42","2,786.53",0,0,0,0,"2,786.53",0,0,0,0,0,0,0,0,0,0,0,0,"5,573.05",0,0,0,0,0,0,0,0,0,0,"5,573.05","1,819.61",0,"1,083.78",0,605.78,371.42,199.21,0,"1,647.40",329.27,"6,056.46","8,036.75","40,344.40",0,0,0,0,0,"28,397.78",0,0,0,0,17.35,0,0,0,0,0,"48,381.15","28,397.78",17.35,"76,796.29",0,0,0,0,0,0,0,"24,342.43","24,342.43",0,0,"3,348.81","3,348.81","197,172.47"
Singapore,114.38,"3,760.31",0.35,0.05,0.44,0.15,"3,875.70",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4,0.36,2.56,0.06,2.95,2.49,0.27,0.43,4.08,0.88,0,0,20.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"3,896.20",,Singapore,45.34,"2,204.74",0.8,0.12,1.46,0.15,"2,252.60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6,0,3.94,0,2.2,1.34,0.72,0,5.98,1.19,21.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,274.56"
Sint Maarten (Dutch part),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,,Sint Maarten (Dutch part),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slovakia,4.02,"2,554.24",0.29,0.05,0.45,0.31,"2,559.37",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.97,0.01,3,0.05,3.04,2.77,0.43,0.16,5.03,1.42,0,0,22.88,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"2,582.25",,Slovakia,0,"1,448.01",1.81,0.28,2.2,0.72,"1,453.02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,453.02"
Slovenia,4.46,834.19,0,0,0,0.64,839.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0.01,0.04,0,0.06,0.04,0,0.01,0.06,0,0,0,0.33,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,839.62,,Slovenia,3.68,543.46,0,0,0,0.48,547.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,547.62
Solomon Islands,0,"7,088.99",0,0,0,5.38,"7,094.37",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"7,094.37",,Solomon Islands,0,"3,932.26",0,0,0,3.41,"3,935.66",8.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.05,0,0,0,0,0,0,0,0,0,0,8.05,1.54,0,0.92,0,0.51,0.31,0.16,0,1.4,0.27,5.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,948.84"
Somalia,"18,101.21","285,090.32",0,0,0,104.44,"303,295.97",0,"7,593.93",0,0,0,0,0,0,0,0,0,0,0,0,0,"7,593.93",0,0,0,0,0,0,0,0,0,0,"7,593.93",364.1,2.12,153.21,3.02,157.36,154.71,25.04,10.46,255.22,80.36,0,0,"1,205.60",389.47,431.49,-,-,-,-,"1,506.09",965.56,-,-,-,-,90.09,-,-,-,-,-,820.96,"2,471.66",90.09,"3,382.71",-,-,-,-,-,-,-,-,-,-,-,"315,478.21",,Somalia,"5,484.99","270,667.33",14.76,2.29,26.91,741.95,"276,938.22",0,0,0,0,0,0,0,0,"2,487.99",0,0,0,0,0,0,0,0,0,"2,487.99",0,0,0,0,0,0,0,0,0,0,"2,487.99",260.63,0,154.66,0,86.83,54.4,29.36,0,235.59,48.5,869.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,297.98",0,0,0,"2,297.98",0,0,0,0,0,0,"282,594.17"
South Africa,"394,123.51","376,007.15","1,040.54",161.09,"1,612.88",718.43,"773,663.60",435.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,435.48,0,0,0,0,0,0,0,0,0,0,435.48,"46,909.11",475.27,"19,831.36",367.19,"20,508.17","19,105.40","2,905.42","1,418.86","32,962.73","9,471.11",0,0,"153,954.62",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"928,053.70",,South Africa,"399,348.57","353,197.37",0,0,0,797.16,"753,343.09",35.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.8,72.63,0,0,0,0,0,0,0,0,0,0,72.63,"606,780.49",0,"363,702.94",0,"201,615.50","119,306.12","63,347.52",0,"550,821.88","104,809.56","2,010,384.02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,844.92,0,0,0,844.92,0,0,0,0,0,0,"2,764,644.66"
South Sudan,0,0,0,0,0,197.57,197.57,0,0,0,0,"2,556.98",,,,,,,,,,,"2,556.98",0,0,0,0,0,0,0,,,0,"2,556.98","1,161.72",2.54,493.22,9.05,501.89,485.78,78.6,28.83,824.78,254.48,0,0,"3,840.89",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"6,595.44",,South Sudan,0,0,0,0,0,289.65,289.65,0,0,0,0,0,"1,209.51",0,0,0,0,0,0,0,0,0,0,0,0,"1,209.51",0,0,0,0,0,0,0,0,0,0,"1,209.51","1,465.99",0,870.12,0,488.38,305.61,164.9,0,"1,325.27",272.39,"4,892.65",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,"6,391.81"
Spain,"1,509.31","21,363.88",0,0,0,0.27,"22,873.45",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.51,0.44,59.18,1.09,60.34,58.24,9.37,3.56,98.88,30.34,0,0,460.95,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"23,334.40",,Spain,584.29,"11,541.96",0,0,0,0.21,"12,126.45",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132.84,0,79.44,0,44.18,26.48,14.11,0,120.47,23.34,440.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"12,567.32"
